
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
299.901 119.96 104.965 25.265 13.9623 156.651 
CV Recruit
0.899731 
Alternative 1 Alternative  Stock: GOA_SABLE
Catch GOA_SABLE
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 24.2176 25.8934 27.16 27.16 27.16 27.16 2.13163e-13 
2024  0 24.2176 25.8934 46.9585 47.2056 47.3669 48.3086 0.487671 
2025  0 24.2176 25.8934 45.0414 46.025 46.3607 48.8297 1.35668 
2026  0 24.2176 25.8934 41.9714 44.002 44.5359 48.7596 2.35228 
2027  0 24.2176 25.8934 38.8176 41.6812 42.3364 47.6573 3.137 
2028  0 24.2176 25.8934 35.4906 39.0603 40.0511 47.0193 3.83265 
2029  0 24.2176 25.8934 32.4295 36.8882 37.8453 45.7026 4.40448 
2030  0 24.2176 25.8934 29.7386 34.9995 35.8119 44.152 4.76416 
2031  0 24.2176 25.8934 27.5714 33.2626 34.0425 43.187 5.03904 
2032  0 24.2176 25.8934 25.6998 31.76 32.5562 41.7849 5.28485 
2033  0 24.2176 25.8934 24.1667 30.6081 31.2925 41.3317 5.4681 
2034  0 24.2176 25.8934 22.8378 29.1994 30.2028 40.1453 5.57058 
2035  0 24.2176 25.8934 21.7245 28.004 29.2535 39.0908 5.67157 
2036  0 24.2176 25.8934 20.5989 27.3313 28.4289 39.3403 5.77886 

Spawning_Biomass GOA_SABLE
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 299.901 119.96 104.965 156.651 156.651 156.651 156.651 4.54747e-13 
2024 299.901 119.96 104.965 184.806 184.972 185.079 185.709 0.326263 
2025 299.901 119.96 104.965 202.784 203.396 203.611 205.127 0.843163 
2026 299.901 119.96 104.965 213.283 214.752 215.17 218.477 1.88203 
2027 299.901 119.96 104.965 215.353 218.398 219.22 225.794 3.71115 
2028 299.901 119.96 104.965 209.929 215.082 216.63 228.009 6.50358 
2029 299.901 119.96 104.965 198.379 206.695 209.391 226.859 10.0295 
2030 299.901 119.96 104.965 184.165 196.181 199.787 225.272 13.6422 
2031 299.901 119.96 104.965 168.974 185.208 189.583 221.25 16.8309 
2032 299.901 119.96 104.965 155.306 175.621 179.79 215.104 19.3846 
2033 299.901 119.96 104.965 143.736 167.346 170.874 208.892 21.2738 
2034 299.901 119.96 104.965 133.821 159.493 163.029 204.067 22.6423 
2035 299.901 119.96 104.965 124.78 152.862 156.28 197.776 23.7233 
2036 299.901 119.96 104.965 118.098 147.397 150.553 194.935 24.6198 

Fishing_mortalityGOA_SABLE
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.0860583 0.101302 0.0506596 0.0506596 0.0506596 0.0506596 5.20417e-16 
2024  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860583 0.0860583 4.85723e-16 
2025  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860583 0.0860583 4.85723e-16 
2026  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860583 0.0860583 4.85723e-16 
2027  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860583 0.0860583 4.85723e-16 
2028  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860583 0.0860583 4.85723e-16 
2029  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860583 0.0860583 4.85723e-16 
2030  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860583 0.0860583 4.85723e-16 
2031  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860583 0.0860583 4.85723e-16 
2032  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860583 0.0860583 4.85723e-16 
2033  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860583 0.0860583 4.85723e-16 
2034  0 0.0860583 0.101302 0.0860583 0.0860583 0.0860572 0.0860583 2.38393e-05 
2035  0 0.0860583 0.101302 0.0860583 0.0860583 0.0859955 0.0860583 0.000532305 
2036  0 0.0860583 0.101302 0.084652 0.0860583 0.0857897 0.0860583 0.00132603 

Total_BiomassGOA_SABLE
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2023 1390.95 376.361 347.546 695.093 695.093 695.093 695.093 4.54747e-13 
2024 1390.95 376.361 347.546 676.575 690.964 700.353 755.187 28.3954 
2025 1390.95 376.361 347.546 631.989 665.246 674.788 745.696 39.8291 
2026 1390.95 376.361 347.546 586.649 632.597 644.438 734.362 50.3795 
2027 1390.95 376.361 347.546 543.038 599.952 614.334 726.29 60.7981 
2028 1390.95 376.361 347.546 500.836 569.601 583.572 708.353 67.9851 
2029 1390.95 376.361 347.546 460.759 540.691 554.754 683.381 73.4348 
2030 1390.95 376.361 347.546 428.371 517.957 529.552 668.987 76.7231 
2031 1390.95 376.361 347.546 403.525 496.844 508.528 656.323 81.7946 
2032 1390.95 376.361 347.546 377.482 477.645 490.177 639.988 83.6002 
2033 1390.95 376.361 347.546 360.643 455.838 472.922 622.213 84.085 
2034 1390.95 376.361 347.546 345.016 440.273 458.732 605.518 85.8538 
2035 1390.95 376.361 347.546 329.18 429.722 446.379 609.732 87.224 
2036 1390.95 376.361 347.546 320.558 420.972 436.217 600.147 86.6821 
Alternative 2 Alternative  Stock: GOA_SABLE
Catch GOA_SABLE
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 24.2176 25.8934 27.16 27.16 27.16 27.16 2.13163e-13 
2024  0 24.2176 25.8934 46.9585 47.2056 47.3669 48.3086 0.487671 
2025  0 24.2176 25.8934 45.0414 46.025 46.3607 48.8297 1.35668 
2026  0 24.2176 25.8934 41.9714 44.002 44.5359 48.7596 2.35228 
2027  0 24.2176 25.8934 38.8176 41.6812 42.3364 47.6573 3.137 
2028  0 24.2176 25.8934 35.4906 39.0603 40.0511 47.0193 3.83265 
2029  0 24.2176 25.8934 32.4295 36.8882 37.8453 45.7026 4.40448 
2030  0 24.2176 25.8934 29.7386 34.9995 35.8119 44.152 4.76416 
2031  0 24.2176 25.8934 27.5714 33.2626 34.0425 43.187 5.03904 
2032  0 24.2176 25.8934 25.6998 31.76 32.5562 41.7849 5.28485 
2033  0 24.2176 25.8934 24.1667 30.6081 31.2925 41.3317 5.4681 
2034  0 24.2176 25.8934 22.8378 29.1994 30.2028 40.1453 5.57058 
2035  0 24.2176 25.8934 21.7245 28.004 29.2535 39.0908 5.67157 
2036  0 24.2176 25.8934 20.5989 27.3313 28.4289 39.3403 5.77886 

Spawning_Biomass GOA_SABLE
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 299.901 119.96 104.965 156.651 156.651 156.651 156.651 4.54747e-13 
2024 299.901 119.96 104.965 184.806 184.972 185.079 185.709 0.326263 
2025 299.901 119.96 104.965 202.784 203.396 203.611 205.127 0.843163 
2026 299.901 119.96 104.965 213.283 214.752 215.17 218.477 1.88203 
2027 299.901 119.96 104.965 215.353 218.398 219.22 225.794 3.71115 
2028 299.901 119.96 104.965 209.929 215.082 216.63 228.009 6.50358 
2029 299.901 119.96 104.965 198.379 206.695 209.391 226.859 10.0295 
2030 299.901 119.96 104.965 184.165 196.181 199.787 225.272 13.6422 
2031 299.901 119.96 104.965 168.974 185.208 189.583 221.25 16.8309 
2032 299.901 119.96 104.965 155.306 175.621 179.79 215.104 19.3846 
2033 299.901 119.96 104.965 143.736 167.346 170.874 208.892 21.2738 
2034 299.901 119.96 104.965 133.821 159.493 163.029 204.067 22.6423 
