
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
185.475 74.1899 64.9161 0.141703 0.0497479 93.453 
CV Recruit
1.35957 
Alternative 1 Alternative  Stock: ai20
Catch ai20
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2020  0 41.2434 43.6051 3.205 3.205 3.205 3.205 4.66294e-014 
2021  0 41.2434 43.6051 1.656 1.656 1.656 1.656 1.86968e-007 
2022  0 41.2434 43.6051 50.4707 50.6241 50.7522 51.4228 0.377959 
2023  0 41.2434 43.6051 37.3468 37.8853 38.3104 40.6318 1.30817 
2024  0 41.2434 43.6051 26.844 29.0804 30.8633 40.649 4.74535 
2025  0 41.2434 43.6051 20.6647 26.7306 29.9784 47.2166 9.79581 
2026  0 41.2434 43.6051 16.9174 28.6141 32.5072 60.4391 15.4457 
2027  0 41.2434 43.6051 14.3405 31.5054 35.593 72.4064 19.2626 
2028  0 41.2434 43.6051 12.9835 34.1293 37.9852 76.8766 21.485 
2029  0 41.2434 43.6051 13.5283 35.3954 39.4544 79.4231 22.5008 
2030  0 41.2434 43.6051 13.2331 36.2238 40.2704 80.9912 22.9335 
2031  0 41.2434 43.6051 13.0817 36.8308 40.4928 81.1378 22.8222 
2032  0 41.2434 43.6051 13.0828 37.7829 40.3585 80.6307 22.2596 
2033  0 41.2434 43.6051 13.4091 36.6687 40.0896 80.7978 21.8214 
2034  0 41.2434 43.6051 13.2298 35.8305 39.6708 80.6438 21.7598 

Spawning_Biomass ai20
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2020 185.475 74.1899 64.9161 90.0294 90.0294 90.0294 90.0294 1.46372e-012 
2021 185.475 74.1899 64.9161 89.8292 89.8292 89.8293 89.8298 0.000262949 
2022 185.475 74.1899 64.9161 85.7144 85.7188 85.7245 85.7539 0.016152 
2023 185.475 74.1899 64.9161 69.9507 70.117 70.3286 71.4233 0.608498 
2024 185.475 74.1899 64.9161 59.4894 62.0755 65.1036 81.1312 8.96356 
2025 185.475 74.1899 64.9161 51.0135 59.6667 65.7451 100.963 19.3669 
2026 185.475 74.1899 64.9161 45.3095 61.6722 69.4949 126.581 27.7073 
2027 185.475 74.1899 64.9161 42.0328 65.0331 73.4467 134.302 31.2273 
2028 185.475 74.1899 64.9161 40.9555 67.2617 76.4826 141.23 33.9284 
2029 185.475 74.1899 64.9161 41.9712 68.3213 78.3438 143.758 35.9054 
2030 185.475 74.1899 64.9161 41.7786 69.6176 79.2514 145.183 36.0341 
2031 185.475 74.1899 64.9161 41.1994 69.8119 79.4513 143.622 35.2354 
2032 185.475 74.1899 64.9161 41.7493 71.0863 79.3627 146.42 34.1167 
2033 185.475 74.1899 64.9161 41.8945 69.611 78.7255 146.672 34.0648 
2034 185.475 74.1899 64.9161 41.511 68.9266 77.9101 142.512 33.9084 

Fishing_mortalityai20
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2020  0 0.31335 0.390068 0.0172015 0.0172015 0.0172015 0.0172015 1.59595e-016 
2021  0 0.31335 0.390068 0.00889418 0.00893864 0.00893152 0.00894418 2.02906e-005 
2022  0 0.31335 0.390068 0.31335 0.31335 0.31335 0.31335 1.60982e-015 
2023  0 0.31335 0.390068 0.294502 0.295242 0.296163 0.301049 0.00249064 
2024  0 0.31335 0.390068 0.247993 0.25949 0.267763 0.31335 0.0204369 
2025  0 0.31335 0.390068 0.210309 0.248781 0.257412 0.31335 0.0365388 
2026  0 0.31335 0.390068 0.18495 0.257697 0.257497 0.31335 0.0471036 
2027  0 0.31335 0.390068 0.170382 0.27264 0.261517 0.31335 0.0527926 
2028  0 0.31335 0.390068 0.165593 0.282547 0.263315 0.31335 0.0577824 
2029  0 0.31335 0.390068 0.170108 0.287259 0.265075 0.31335 0.0583558 
2030  0 0.31335 0.390068 0.169252 0.293022 0.267073 0.31335 0.0578872 
2031  0 0.31335 0.390068 0.166677 0.293886 0.267797 0.31335 0.0579578 
2032  0 0.31335 0.390068 0.169122 0.299552 0.267467 0.31335 0.059579 
2033  0 0.31335 0.390068 0.169767 0.292992 0.267664 0.31335 0.0555713 
2034  0 0.31335 0.390068 0.168062 0.28995 0.266923 0.31335 0.0556953 

Total_Biomassai20
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2020 1137.9 318.727 296.11 282.589 282.589 282.589 282.589 2.84217e-013 
2021 1137.9 318.727 296.11 279.249 285.13 292.783 332.578 21.8663 
2022 1137.9 318.727 296.11 275.382 295.114 308.525 389.245 41.5438 
2023 1137.9 318.727 296.11 225.754 267.307 286.503 414.523 67.8293 
2024 1137.9 318.727 296.11 194.824 261.867 285.662 462.951 91.285 
2025 1137.9 318.727 296.11 176.992 269.053 296.383 505.431 112.285 
2026 1137.9 318.727 296.11 166.965 279.981 309.821 546.235 129.111 
2027 1137.9 318.727 296.11 167.1 289.708 320.787 577.214 137.272 
2028 1137.9 318.727 296.11 164.426 297.988 327.337 575.413 140.896 
2029 1137.9 318.727 296.11 164.412 299.892 330.959 579.792 140.451 
2030 1137.9 318.727 296.11 162.901 304.017 330.935 595.396 138.21 
2031 1137.9 318.727 296.11 164.386 301.535 329.562 597.446 136.485 
2032 1137.9 318.727 296.11 166.753 298.334 328.122 586.387 133.634 
2033 1137.9 318.727 296.11 167.138 299.817 326.698 577.003 132.456 
2034 1137.9 318.727 296.11 170.707 300.412 326.616 568.59 131.534 
Alternative 2 Alternative  Stock: ai20
Catch ai20
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2020  0 41.2434 43.6051 3.205 3.205 3.205 3.205 4.66294e-014 
2021  0 41.2434 43.6051 1.656 1.656 1.656 1.656 1.86968e-007 
2022  0 41.2434 43.6051 50.4707 50.6241 50.7522 51.4228 0.377959 
2023  0 41.2434 43.6051 37.3468 37.8853 38.3104 40.6318 1.30817 
2024  0 41.2434 43.6051 26.844 29.0804 30.8633 40.649 4.74535 
2025  0 41.2434 43.6051 20.6647 26.7306 29.9784 47.2166 9.79581 
2026  0 41.2434 43.6051 16.9174 28.6141 32.5072 60.4391 15.4457 
2027  0 41.2434 43.6051 14.3405 31.5054 35.593 72.4064 19.2626 
2028  0 41.2434 43.6051 12.9835 34.1293 37.9852 76.8766 21.485 
2029  0 41.2434 43.6051 13.5283 35.3954 39.4544 79.4231 22.5008 
2030  0 41.2434 43.6051 13.2331 36.2238 40.2704 80.9912 22.9335 
2031  0 41.2434 43.6051 13.0817 36.8308 40.4928 81.1378 22.8222 
2032  0 41.2434 43.6051 13.0828 37.7829 40.3585 80.6307 22.2596 
2033  0 41.2434 43.6051 13.4091 36.6687 40.0896 80.7978 21.8214 
2034  0 41.2434 43.6051 13.2298 35.8305 39.6708 80.6438 21.7598 

Spawning_Biomass ai20
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2020 185.475 74.1899 64.9161 90.0294 90.0294 90.0294 90.0294 1.46372e-012 
2021 185.475 74.1899 64.9161 89.8292 89.8292 89.8293 89.8298 0.000262949 
2022 185.475 74.1899 64.9161 85.7144 85.7188 85.7245 85.7539 0.016152 
2023 185.475 74.1899 64.9161 69.9507 70.117 70.3286 71.4233 0.608498 
2024 185.475 74.1899 64.9161 59.4894 62.0755 65.1036 81.1312 8.96356 
2025 185.475 74.1899 64.9161 51.0135 59.6667 65.7451 100.963 19.3669 
