
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
343.618 137.447 120.266 0.0576711 0.0903428 244.876 
CV Recruit
0.526038 
Alternative 1 Alternative  Stock: Model_1_goa_pop_2023
Catch Model_1_goa_pop_2023
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2020  0 25.3018 27.0643 30.3807 30.3807 30.3807 30.3807 4.79616e-13 
2021  0 25.3018 27.0643 31.454 31.454 31.454 31.454 6.18712e-10 
2022  0 25.3018 27.0643 29.89 29.89 29.89 29.89 1.18408e-08 
2023  0 25.3018 27.0643 0 0 0 0 0 
2024  0 25.3018 27.0643 0 0 0 0 0 
2025  0 25.3018 27.0643 0 0 0 0 0 
2026  0 25.3018 27.0643 0 0 0 0 0 
2027  0 25.3018 27.0643 0 0 0 0 0 
2028  0 25.3018 27.0643 0 0 0 0 0 
2029  0 25.3018 27.0643 0 0 0 0 0 
2030  0 25.3018 27.0643 0 0 0 0 0 
2031  0 25.3018 27.0643 0 0 0 0 0 
2032  0 25.3018 27.0643 0 0 0 0 0 
2033  0 25.3018 27.0643 0 0 0 0 0 
2034  0 25.3018 27.0643 39.4824 44.3299 44.6533 50.8379 3.63693 

Spawning_Biomass Model_1_goa_pop_2023
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2020 343.618 137.447 120.266 234.352 234.352 234.352 234.352 2.67164e-12 
2021 343.618 137.447 120.266 228.02 228.027 228.029 228.046 0.0083555 
2022 343.618 137.447 120.266 221.339 221.373 221.381 221.447 0.0349388 
2023 343.618 137.447 120.266 219.211 219.32 219.342 219.541 0.108303 
2024 343.618 137.447 120.266 224.957 225.25 225.302 225.822 0.282497 
2025 343.618 137.447 120.266 229.401 230.099 230.214 231.396 0.659728 
2026 343.618 137.447 120.266 232.533 233.989 234.238 236.763 1.39682 
2027 343.618 137.447 120.266 234.487 237.432 237.869 242.629 2.67738 
2028 343.618 137.447 120.266 235.754 240.969 241.691 249.738 4.60964 
2029 343.618 137.447 120.266 236.68 244.947 246.007 258.62 7.10316 
2030 343.618 137.447 120.266 237.373 249.215 250.886 268.292 9.89306 
2031 343.618 137.447 120.266 238.611 254.36 256.153 278.798 12.7079 
2032 343.618 137.447 120.266 240.271 259.928 261.609 287.437 15.3717 
2033 343.618 137.447 120.266 241.744 265.253 267.018 297.375 17.78 
2034 343.618 137.447 120.266 238.072 263.374 265.488 298.279 19.3689 

Fishing_mortalityModel_1_goa_pop_2023
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2020  0 0.0990105 0.119243 0.0727775 0.0727775 0.0727775 0.0727775 0 
2021  0 0.0990105 0.119243 0.0777693 0.0777706 0.0777704 0.0777711 5.47015e-07 
2022  0 0.0990105 0.119243 0.0764737 0.0765003 0.0764976 0.0765106 1.16505e-05 
2023  0 0.0990105 0.119243 0 0 0 0 0 
2024  0 0.0990105 0.119243 0 0 0 0 0 
2025  0 0.0990105 0.119243 0 0 0 0 0 
2026  0 0.0990105 0.119243 0 0 0 0 0 
2027  0 0.0990105 0.119243 0 0 0 0 0 
2028  0 0.0990105 0.119243 0 0 0 0 0 
2029  0 0.0990105 0.119243 0 0 0 0 0 
2030  0 0.0990105 0.119243 0 0 0 0 0 
2031  0 0.0990105 0.119243 0 0 0 0 0 
2032  0 0.0990105 0.119243 0 0 0 0 0 
2033  0 0.0990105 0.119243 0 0 0 0 0 
2034  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 

Total_BiomassModel_1_goa_pop_2023
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2020 892.822 465.616 428.615 670.712 670.712 670.712 670.712 1.26192e-11 
2021 892.822 465.616 428.615 646.926 649.237 649.838 654.964 2.59682 
2022 892.822 465.616 428.615 620.796 627.052 628.217 639.351 5.91248 
2023 892.822 465.616 428.615 596.21 607.506 609.306 627.903 10.2301 
2024 892.822 465.616 428.615 601.897 619.369 621.924 648.228 15.2901 
2025 892.822 465.616 428.615 606.676 631.63 634.941 671.392 20.8482 
2026 892.822 465.616 428.615 611.304 644.261 648.255 694.132 26.6691 
2027 892.822 465.616 428.615 616.615 657.787 661.721 716.345 32.2872 
2028 892.822 465.616 428.615 622.951 671.72 675.189 740.017 37.8439 
2029 892.822 465.616 428.615 627.725 683.922 688.365 762.197 42.9459 
2030 892.822 465.616 428.615 634.113 697.363 701.225 783.201 47.6475 
2031 892.822 465.616 428.615 640.086 709.325 713.614 806.678 51.8163 
2032 892.822 465.616 428.615 645.678 720.7 725.627 825.82 55.4292 
2033 892.822 465.616 428.615 652.74 731.317 736.981 839.019 58.6843 
2034 892.822 465.616 428.615 659.986 742.403 747.654 854.038 61.4692 
Alternative 2 Alternative  Stock: Model_1_goa_pop_2023
Catch Model_1_goa_pop_2023
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2020  0 25.3018 27.0643 30.3807 30.3807 30.3807 30.3807 4.79616e-13 
2021  0 25.3018 27.0643 31.454 31.454 31.454 31.454 6.18712e-10 
2022  0 25.3018 27.0643 29.89 29.89 29.89 29.89 1.18408e-08 
2023  0 25.3018 27.0643 0 0 0 0 0 
2024  0 25.3018 27.0643 0 0 0 0 0 
2025  0 25.3018 27.0643 0 0 0 0 0 
2026  0 25.3018 27.0643 0 0 0 0 0 
2027  0 25.3018 27.0643 0 0 0 0 0 
2028  0 25.3018 27.0643 0 0 0 0 0 
2029  0 25.3018 27.0643 0 0 0 0 0 
2030  0 25.3018 27.0643 0 0 0 0 0 
2031  0 25.3018 27.0643 0 0 0 0 0 
2032  0 25.3018 27.0643 0 0 0 0 0 
2033  0 25.3018 27.0643 0 0 0 0 0 
2034  0 25.3018 27.0643 39.4824 44.3299 44.6533 50.8379 3.63693 

Spawning_Biomass Model_1_goa_pop_2023
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2020 343.618 137.447 120.266 234.352 234.352 234.352 234.352 2.67164e-12 
2021 343.618 137.447 120.266 228.02 228.027 228.029 228.046 0.0083555 
2022 343.618 137.447 120.266 221.339 221.373 221.381 221.447 0.0349388 
2023 343.618 137.447 120.266 219.211 219.32 219.342 219.541 0.108303 
2024 343.618 137.447 120.266 224.957 225.25 225.302 225.822 0.282497 
2025 343.618 137.447 120.266 229.401 230.099 230.214 231.396 0.659728 
2026 343.618 137.447 120.266 232.533 233.989 234.238 236.763 1.39682 
2027 343.618 137.447 120.266 234.487 237.432 237.869 242.629 2.67738 
2028 343.618 137.447 120.266 235.754 240.969 241.691 249.738 4.60964 
2029 343.618 137.447 120.266 236.68 244.947 246.007 258.62 7.10316 
2030 343.618 137.447 120.266 237.373 249.215 250.886 268.292 9.89306 
2031 343.618 137.447 120.266 238.611 254.36 256.153 278.798 12.7079 
2032 343.618 137.447 120.266 240.271 259.928 261.609 287.437 15.3717 
2033 343.618 137.447 120.266 241.744 265.253 267.018 297.375 17.78 
2034 343.618 137.447 120.266 238.072 263.374 265.488 298.279 19.3689 

Fishing_mortalityModel_1_goa_pop_2023
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2020  0 0.0990105 0.119243 0.0727775 0.0727775 0.0727775 0.0727775 0 
2021  0 0.0990105 0.119243 0.0777693 0.0777706 0.0777704 0.0777711 5.47015e-07 
2022  0 0.0990105 0.119243 0.0764737 0.0765003 0.0764976 0.0765106 1.16505e-05 
2023  0 0.0990105 0.119243 0 0 0 0 0 
2024  0 0.0990105 0.119243 0 0 0 0 0 
2025  0 0.0990105 0.119243 0 0 0 0 0 
2026  0 0.0990105 0.119243 0 0 0 0 0 
2027  0 0.0990105 0.119243 0 0 0 0 0 
2028  0 0.0990105 0.119243 0 0 0 0 0 
2029  0 0.0990105 0.119243 0 0 0 0 0 
2030  0 0.0990105 0.119243 0 0 0 0 0 
2031  0 0.0990105 0.119243 0 0 0 0 0 
2032  0 0.0990105 0.119243 0 0 0 0 0 
2033  0 0.0990105 0.119243 0 0 0 0 0 
2034  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 

Total_BiomassModel_1_goa_pop_2023
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2020 892.822 465.616 428.615 670.712 670.712 670.712 670.712 1.26192e-11 
2021 892.822 465.616 428.615 646.926 649.237 649.838 654.964 2.59682 
2022 892.822 465.616 428.615 620.796 627.052 628.217 639.351 5.91248 
2023 892.822 465.616 428.615 596.21 607.506 609.306 627.903 10.2301 
2024 892.822 465.616 428.615 601.897 619.369 621.924 648.228 15.2901 
2025 892.822 465.616 428.615 606.676 631.63 634.941 671.392 20.8482 
2026 892.822 465.616 428.615 611.304 644.261 648.255 694.132 26.6691 
2027 892.822 465.616 428.615 616.615 657.787 661.721 716.345 32.2872 
2028 892.822 465.616 428.615 622.951 671.72 675.189 740.017 37.8439 
2029 892.822 465.616 428.615 627.725 683.922 688.365 762.197 42.9459 
2030 892.822 465.616 428.615 634.113 697.363 701.225 783.201 47.6475 
2031 892.822 465.616 428.615 640.086 709.325 713.614 806.678 51.8163 
2032 892.822 465.616 428.615 645.678 720.7 725.627 825.82 55.4292 
2033 892.822 465.616 428.615 652.74 731.317 736.981 839.019 58.6843 
2034 892.822 465.616 428.615 659.986 742.403 747.654 854.038 61.4692 
Alternative 3 Alternative  Stock: Model_1_goa_pop_2023
Catch Model_1_goa_pop_2023
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2020  0 25.3018 27.0643 30.3807 30.3807 30.3807 30.3807 4.79616e-13 
2021  0 25.3018 27.0643 31.454 31.454 31.454 31.454 6.18712e-10 
2022  0 25.3018 27.0643 29.89 29.89 29.89 29.89 1.18408e-08 
2023  0 25.3018 27.0643 0 0 0 0 0 
2024  0 25.3018 27.0643 0 0 0 0 0 
2025  0 25.3018 27.0643 0 0 0 0 0 
2026  0 25.3018 27.0643 0 0 0 0 0 
2027  0 25.3018 27.0643 0 0 0 0 0 
2028  0 25.3018 27.0643 0 0 0 0 0 
2029  0 25.3018 27.0643 0 0 0 0 0 
2030  0 25.3018 27.0643 0 0 0 0 0 
2031  0 25.3018 27.0643 0 0 0 0 0 
2032  0 25.3018 27.0643 0 0 0 0 0 
2033  0 25.3018 27.0643 0 0 0 0 0 
2034  0 25.3018 27.0643 25.8156 28.9804 29.195 33.2516 2.37781 

Spawning_Biomass Model_1_goa_pop_2023
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2020 343.618 137.447 120.266 234.352 234.352 234.352 234.352 2.67164e-12 
2021 343.618 137.447 120.266 228.02 228.027 228.029 228.046 0.0083555 
2022 343.618 137.447 120.266 221.339 221.373 221.381 221.447 0.0349388 
2023 343.618 137.447 120.266 219.211 219.32 219.342 219.541 0.108303 
2024 343.618 137.447 120.266 224.957 225.25 225.302 225.822 0.282497 
2025 343.618 137.447 120.266 229.401 230.099 230.214 231.396 0.659728 
2026 343.618 137.447 120.266 232.533 233.989 234.238 236.763 1.39682 
2027 343.618 137.447 120.266 234.487 237.432 237.869 242.629 2.67738 
2028 343.618 137.447 120.266 235.754 240.969 241.691 249.738 4.60964 
2029 343.618 137.447 120.266 236.68 244.947 246.007 258.62 7.10316 
2030 343.618 137.447 120.266 237.373 249.215 250.886 268.292 9.89306 
2031 343.618 137.447 120.266 238.611 254.36 256.153 278.798 12.7079 
2032 343.618 137.447 120.266 240.271 259.928 261.609 287.437 15.3717 
2033 343.618 137.447 120.266 241.744 265.253 267.018 297.375 17.78 
2034 343.618 137.447 120.266 240.203 265.742 267.874 301.025 19.549 

Fishing_mortalityModel_1_goa_pop_2023
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
