
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
605.541 242.216 211.939 738.824 760.207 128.991 
CV Recruit
0.971465 
Alternative 1 Alternative  Stock: Choki
Catch Choki
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 148.256 158.726 15 15 15 15 1.79412e-13 
2023  0 148.256 158.726 15 15 15 15 1.01462e-08 
2024  0 148.256 158.726 32.6391 32.8818 32.9118 33.3023 0.208954 
2025  0 148.256 158.726 31.5495 33.2474 33.474 36.2428 1.4586 
2026  0 148.256 158.726 27.448 31.2807 31.77 37.5605 3.29985 
2027  0 148.256 158.726 24.5945 29.8905 30.6019 38.9884 4.67269 
2028  0 148.256 158.726 23.295 29.7806 30.4347 40.4497 5.32492 
2029  0 148.256 158.726 22.2304 29.0263 29.833 40.143 5.88169 
2030  0 148.256 158.726 20.7216 28.3443 29.1836 40.8394 6.37173 
2031  0 148.256 158.726 19.8673 27.6647 28.632 41.3446 6.64997 
2032  0 148.256 158.726 18.8788 27.3367 28.2232 41.163 6.84039 
2033  0 148.256 158.726 18.2215 26.8931 27.9224 42.0789 7.07019 
2034  0 148.256 158.726 17.705 26.6584 27.7009 41.4386 7.3738 
2035  0 148.256 158.726 17.3006 26.7099 27.4469 40.995 7.32155 

Spawning_Biomass Choki
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 605.541 242.216 211.939 102.032 102.032 102.032 102.032 1.69109e-12 
2023 605.541 242.216 211.939 111.053 111.061 111.062 111.075 0.0070441 
2024 605.541 242.216 211.939 119.886 120.232 120.275 120.832 0.297794 
2025 605.541 242.216 211.939 120.168 122.28 122.518 125.813 1.74088 
2026 605.541 242.216 211.939 114.739 120.271 120.811 128.742 4.42292 
2027 605.541 242.216 211.939 109.143 117.686 118.598 130.491 6.92218 
2028 605.541 242.216 211.939 106.251 117.079 117.901 133.495 8.36423 
2029 605.541 242.216 211.939 102.989 115.716 116.45 133.002 9.5366 
2030 605.541 242.216 211.939 99.6062 114.123 115.04 134.401 10.6763 
2031 605.541 242.216 211.939 97.458 112.824 113.891 135.367 11.4702 
